Mean,SD,Skew,Mean_Sim,SD_Sim,Skew_Sim,Median_RI_Score
1,6,-1,1,5.94256971386202,-0.955123427832611,0.343093839621302
2,6,-1,2,5.96554130660094,-0.989041317407697,0.288069541037563
3,6,-1,3,6.00836595762526,-0.927129942028759,0.205935844029942
4,6,-1,4,6.06989783070088,-1.05861284009602,0.141417119818959
5,6,-1,5,6.05277932241518,-1.04518798809508,0.0875179535361419
-5,0.5,0,-5.00083255048602,0.498921058330306,-0.00245965694835696,0.248977290362841
-4,0.5,0,-4.0045143142035,0.494198638344988,-0.00540153399497219,0.410951284122229
-3,0.5,0,-2.99275999111325,0.497443761435061,-0.000454907889706584,0.60792374281693
-2,0.5,0,-1.993013114374,0.49790949976698,-0.0241839435207761,0.802654593931036
-1,0.5,0,-1.00668111073259,0.505193688676539,-0.0147023495126626,0.945656820598699
0,0.5,0,-0.00951434188204078,0.501251198848495,-0.0389193990982747,0.993684005347824
1,0.5,0,1.006177822126,0.49721545525773,-0.0301942782976553,0.944654118943928
2,0.5,0,1.99625692097329,0.500315411882466,-0.00428285934893041,0.802834535964457
3,0.5,0,2.99155017852095,0.499616265426407,0.0175711093631802,0.609022861583107
4,0.5,0,3.99750211722524,0.498481832656623,0.0213795971838558,0.41222394212542
5,0.5,0,4.99981232872929,0.501361034243838,-0.0242118564992671,0.248549597030389
-5,1,0,-4.99930516930472,1.0043206627269,-0.0219954089325168,0.248621395746895
-4,1,0,-4.00807255494334,0.996782019655255,-0.0177766578651307,0.411087485612983
-3,1,0,-2.97698794439336,0.98998206074164,-0.0142245504321857,0.612460621984203
-2,1,0,-2.01506628024692,1.00301286295135,-0.0292085664528378,0.798716078038713
-1,1,0,-1.022857080179,0.99841002549476,-0.00662715785883239,0.93791265703086
0,1,0,-0.00246037832068816,1.00193592561223,0.0215689611105615,0.974764758140518
1,1,0,0.991828037228904,0.993232263814088,-0.0260549362236368,0.941602609291
2,1,0,2.00006622763935,0.986265436923839,-0.0223995976893838,0.800051701082309
3,1,0,2.99558926728397,1.00448881334011,-0.00791317679198426,0.608627719832294
4,1,0,4.00477994668826,1.00130695581288,0.0106994270812628,0.41030831463034
5,1,0,4.98950378762584,0.999305374719802,-0.0089857553352597,0.249661101745164
-5,2,0,-5.05960177928102,1.97183890673599,-0.0036911191016227,0.24229215357559
-4,2,0,-3.98797352070585,1.99953056369277,0.0129967110301459,0.412893056481952
-3,2,0,-3.03779751300139,2.0011765655401,0.00504867854206469,0.597115412492077
-2,2,0,-1.96845765741532,2.01185625036921,-0.0040673843061047,0.784094981403149
-1,2,0,-0.996911050559907,2.01558741822554,-0.0259011186559759,0.879111132652688
0,2,0,0.0264981396675627,2.00971679810059,-0.0186571335809309,0.902730553362277
1,2,0,1.00397322755484,1.98430674163577,-0.00425923803019654,0.880926610924692
2,2,0,2.01699599827025,2.00890696542016,0.0123545022826288,0.785172213071466
3,2,0,2.99854700804265,1.98926473298125,-0.0301011032519816,0.60173739046688
4,2,0,3.99652109307483,1.9972312982906,-0.0157167786220257,0.410494485827895
5,2,0,4.95818095845568,2.01569983273044,-0.0177398616293109,0.256036557711918
-5,3,0,-5.03216932723565,3.00085529464595,-0.00364277233253706,0.247742950821698
-4,3,0,-3.99298654856096,2.9968645205209,-0.00859063401086497,0.411480105454814
-3,3,0,-2.95584903354542,2.9792413679434,-0.0467988557007134,0.591245482030545
-2,3,0,-2.03521946080727,2.99077347853793,0.00420710553772745,0.699668189540198
-1,3,0,-0.983906072723058,3.0105052690534,0.00930389381249901,0.772188183606189
0,3,0,0.0717436324090639,2.99496552239404,0.00686782474857632,0.795507627118255
1,3,0,1.01779587329158,3.01725560928298,0.0451917988908019,0.780200794327633
2,3,0,1.99648552460205,2.97268194476649,0.0265400469490261,0.715405893411987
3,3,0,2.99795374478602,3.01431882032229,-0.00874701555915225,0.577735736327345
4,3,0,4.00738966921469,2.98327473954613,0.0333615075483311,0.407901829158522
5,3,0,5.00976149310107,2.99067714975732,0.0218430082171409,0.248322916882246
-5,4,0,-4.99942366519344,4.01474656263467,0.0125952102412398,0.237424981318691
-4,4,0,-3.99099500785029,4.0109452277372,0.0233097597185433,0.374819774813255
-3,4,0,-3.01884588201468,3.96581461878438,0.021474953485189,0.50324710736148
-2,4,0,-2.05729123198273,3.99470322463795,0.00555754040611667,0.595076421899818
-1,4,0,-0.993353936650515,3.98968685368857,-0.0294806318578495,0.656814745630364
0,4,0,0.00255447961700557,4.01208519037229,0.00579685329300577,0.661180657595759
1,4,0,0.982473330582916,3.96741162113285,0.0097372723571784,0.652893367852249
2,4,0,1.95840623067003,4.00137280398138,-0.0100130078986973,0.598079361765272
3,4,0,2.99353133272764,3.98368876425126,0.0213175824339297,0.498441141717358
4,4,0,4.01511646913016,3.97865022609791,0.0233127672280827,0.370052833960086
5,4,0,4.9551103461557,3.98928666766521,0.0325747696433662,0.249486892634186
-5,5,0,-4.99336565492008,5.00910497182508,0.0300427645493197,0.207211991779477
-4,5,0,-3.97947002955611,4.99507793565847,-0.0131226502016768,0.318498593525379
-3,5,0,-2.97054308941841,5.02302230777777,-0.00918203879097762,0.405041437014646
-2,5,0,-2.00807699511697,5.03812084094499,0.0108656846322159,0.474161481453557
-1,5,0,-1.07363596012416,4.99607771121504,0.0126171849810704,0.520053579059887
0,5,0,-0.0305103725841078,5.00551964275438,0.0304976788020398,0.539886971428678
1,5,0,0.970480636838017,5.01190461135686,0.00723478085494046,0.529005475229216
2,5,0,1.94533280332201,4.95976648720682,0.01014059761191,0.483213902467725
3,5,0,3.02464893826605,5.02368656403902,0.0119231219785863,0.409672174740382
4,5,0,3.94769947068681,5.02106245701234,0.00298638770554987,0.328296723757774
5,5,0,5.00626181293206,5.00493040339188,0.00742621405101603,0.216130636072304
-5,6,0,-5.0638411204564,5.98465655985399,-0.00708616643686955,0.16807418723184
-4,6,0,-4.02521606980994,5.95844166256129,-0.00957460487878333,0.239724980790187
-3,6,0,-2.89630834164904,5.96009184178783,-0.0432160785640378,0.329182664460898
-2,6,0,-1.95630884034066,6.00387801605609,0.0228982810853339,0.370087788766984
-1,6,0,-0.984993811826545,5.98963637145307,-0.000669083763836612,0.390337946531181
0,6,0,0.0223824111405429,5.98796368393671,0.0307454378371714,0.403574546153879
1,6,0,1.06899387217197,5.92470634645323,0.0388722886169997,0.401181996403734
2,6,0,1.96433243353871,5.9808742909363,0.0351892216466164,0.373461835139686
3,6,0,2.87081111162505,5.96886191032731,0.0657175930647763,0.326805094668008
4,6,0,3.986577403098,5.9162807057124,-0.00390735572938306,0.253614689356049
5,6,0,5.01799533191676,5.97245255921497,0.0242477760058461,0.177028603302253
-5,0.5,1,-5,0.499790422781815,0.959491976743871,0.238874904480074
-4,0.5,1,-4,0.502705104245797,0.963508291825149,0.396690420089075
-3,0.5,1,-3,0.499315166104607,1.0147525534469,0.59062940820354
-2,0.5,1,-2,0.495704979742059,1.00854339506828,0.785555871956578
-1,0.5,1,-1,0.494962554277888,0.944823230614168,0.936988982500058
0,0.5,1,2.61208318429879e-17,0.502080019059946,1.008913235806,0.993674499706432
1,0.5,1,0.993438134946566,0.495789407197917,0.994724761624513,0.955209401378128
2,0.5,1,2,0.490480105058197,0.964114001532403,0.815737483583194
3,0.5,1,3,0.489432420359382,0.946236239651441,0.622442358980382
4,0.5,1,4,0.499582054146742,1.00983232432151,0.426287174788779
5,0.5,1,5,0.50186234700943,0.963827110025138,0.260461915710297
-5,1,1,-5,0.996102276331233,0.917620362402537,0.228042530064126
-4,1,1,-4,1.00555485859503,1.00429874689129,0.379889646559573
-3,1,1,-3,0.99851395767008,0.927488655768074,0.57530150621579
-2,1,1,-2,1.00400702339177,0.977584990976778,0.772180858674369
-1,1,1,-1,1.016289070946,1.02762941085344,0.917349211806985
0,1,1,-8.59456819948812e-18,0.993567767420258,0.987439468724821,0.975832849927853
1,1,1,1,1.0152610237811,1.0543703666538,0.961639220386185
2,1,1,2.00292131571468,1.00399862611936,0.9775789392285,0.828325898904259
3,1,1,3,1.00796793240896,1.04872909867232,0.638725743516961
4,1,1,4,0.991828172934153,0.970961604968148,0.438928937550459
5,1,1,5,1.00936883008854,1.11350562506688,0.27417642516174
-5,2,1,-5,1.99752313019179,0.994878385730585,0.208904321159204
-4,2,1,-4,2.0227236748791,1.0452172529133,0.352139751554292
-3,2,1,-3,1.96696366144581,1.02232694144343,0.536623592578064
-2,2,1,-2,1.98941702658355,0.961449898061481,0.713515644165446
-1,2,1,-1,1.96177337439663,0.980368817964136,0.845947135785557
0,2,1,1.13041935295884e-16,1.98857104808634,0.97671231972426,0.905995663943466
1,2,1,1,1.97442355517047,0.986024727206412,0.922427497784883
2,2,1,2,1.98939145461405,0.982269423272578,0.856747504991314
3,2,1,3,1.99394654455779,0.982848043908457,0.678401795950863
4,2,1,3.99185705154548,2.00427266971904,0.943198830465703,0.471389506283234
5,2,1,5,1.98888148112373,0.983592627399664,0.297652803967251
-5,3,1,-5,3.00337045215867,0.999391555410053,0.186550069920432
-4,3,1,-4,2.99691081244154,1.05947055213757,0.31099219818684
-3,3,1,-3,3.03153719086535,0.997118835865307,0.459030429188487
-2,3,1,-2,2.9994401014836,0.953394883582437,0.62042910967785
-1,3,1,-1,3.02049829092609,0.97197345276399,0.726399290885975
0,3,1,-9.02861444461445e-17,3.05913487845711,1.01242455646975,0.789823789283934
1,3,1,1,3.00063458704768,0.973388799204774,0.828211439835312
2,3,1,2,3.01896202615813,1.01776937934448,0.819690075524681
3,3,1,3,2.95634927652419,1.00184135371872,0.705224869308269
4,3,1,4,2.96371571348146,0.956679693790588,0.498192208532102
5,3,1,5,3.06625981948057,1.08705993325544,0.330895402704731
-5,4,1,-5,3.96322514942332,1.04886239134736,0.155948603351752
-4,4,1,-4,3.99904063288663,1.0073343540792,0.25659385675033
-3,4,1,-3,3.99915831739382,0.992945099144801,0.372379700572154
-2,4,1,-2,4.00350092236899,0.968649782674332,0.507115726930201
-1,4,1,-1,3.9340206952804,0.949898519563201,0.608319130083479
0,4,1,-6.30365096059016e-16,4.02669033153823,1.09857100106603,0.673087759600039
1,4,1,1,3.99770410218906,0.982872929243078,0.71606934150223
2,4,1,2,3.93731876057553,0.958614388176014,0.723053456377128
3,4,1,3,3.99239699698113,0.916850596743232,0.681649563270762
4,4,1,4,3.97133844437522,1.01482111294533,0.532594084700575
5,4,1,5,3.99062149147956,0.972189348181904,0.344821335941959
-5,5,1,-5,4.96699650433938,0.969476094682683,0.117839435962324
-4,5,1,-4,5.07694190622479,1.03885917557256,0.184998755520186
-3,5,1,-3,5.04434278317526,1.11773986109864,0.285093307247715
-2,5,1,-2,5.02545821766432,1.01956707731402,0.383796329793202
-1,5,1,-1,5.00982929566051,0.97331024553845,0.466193341823996
0,5,1,-2.56984537816418e-16,5.01530842887354,0.985982707940537,0.539836742603106
1,5,1,0.999999999999999,5.02949322554697,1.02697955099593,0.584163364891663
2,5,1,2,5.00580018753039,1.07817272563502,0.616487705072004
3,5,1,3,4.98301980907982,0.92484133679764,0.590300776737645
4,5,1,4,4.96450590437067,0.995024480403706,0.525243353906757
5,5,1,5,5.05992224754859,1.0289297971565,0.374886836339914
-5,6,1,-5,6.12140372263874,1.0314033097544,0.0839694581131634
-4,6,1,-4,6.00430956155494,1.01302298700072,0.142947532413327
-3,6,1,-3,6.00265377322276,1.0008821412755,0.204533622714068
-2,6,1,-2,5.98521475456895,0.964175672109629,0.282131895323928
-1,6,1,-1,5.96932949273482,0.953127028170743,0.343350114942645
0,6,1,-8.67699705489611e-16,5.92742242902357,1.00844221178465,0.423247926234052
1,6,1,1,6.02039889799903,0.929767173912304,0.444356330539469
2,6,1,2,5.9889995610635,1.00945270661046,0.482348442426141
3,6,1,3,5.93710610519544,0.998822455870751,0.486963145988407
4,6,1,4,5.98744326579678,1.01938012074341,0.453867544226653
5,6,1,5,5.95669592709809,0.992273611538798,0.381731922442687
-5,0.5,2,-5,0.49900007562337,1.79472283125635,0.229057870468603
-4,0.5,2,-4,0.50550400455771,2.08494102591563,0.383022039570379
-3,0.5,2,-3,0.50608470745417,1.93676749006334,0.575552354374789
-2,0.5,2,-2,0.488343726450514,1.85760994221735,0.77270519441625
-1,0.5,2,-1,0.506970961438504,2.0445712698428,0.928312035008616
0,0.5,2,-3.02126918182979e-17,0.506602703422815,2.00552314493407,0.994263837920318
1,0.5,2,1,0.489343313471599,1.91418026244569,0.960962239955125
2,0.5,2,2,0.507114483274217,1.98516311860693,0.828340997813135
3,0.5,2,3,0.497629049507659,2.0238843032658,0.636480881478489
4,0.5,2,4,0.496596987711783,1.86877715851851,0.439574327224862
5,0.5,2,5,0.501107505106416,2.15638761632116,0.271160835619344
-5,1,2,-5,1.00710868459112,2.13289176097792,0.208701821526302
-4,1,2,-4,1.00037296507185,2.06483402939376,0.356216874501925
-3,1,2,-3,1.00898807237193,2.02666972967831,0.545236510683319
-2,1,2,-2,0.977329744082665,1.90715281347796,0.74486288148808
-1,1,2,-1,1.03162827115618,2.08636288166744,0.897934666406095
0,1,2,2.69781198181346e-17,0.984286969764087,1.98134669316182,0.978462327590699
1,1,2,0.997558607064359,0.985827843119225,1.97604311229185,0.97348558162683
2,1,2,2,1.00360178807461,2.07402599174969,0.851770493728595
3,1,2,3,1.01518367245534,2.06858571111714,0.670012562764353
4,1,2,4,0.974961839790451,1.83147983620761,0.466697466580091
5,1,2,5,0.983339397032628,1.9843662064864,0.292018932081689
-5,2,2,-5,2.0314191555509,2.08822269481606,0.171795512869266
-4,2,2,-4,2.0033074183894,1.99963346096937,0.302910337534996
-3,2,2,-3,1.99837962446797,1.99619958846624,0.475488677492588
-2,2,2,-2,1.95025298128942,1.78021016122932,0.661531981412629
-1,2,2,-1,1.97209437865036,1.89896699764281,0.814141896774593
0,2,2,-1.36051695083517e-16,2.02791721128584,2.05210574089215,0.91343116642154
1,2,2,1,1.97346243102326,1.96104395197173,0.965778848644492
2,2,2,1.98293796873135,2.01080016651468,1.99999196941412,0.90126651804492
3,2,2,3,1.95321969420636,1.87099747774102,0.727755147562537
4,2,2,4,2.02991776824383,1.96935891927189,0.531543008872125
5,2,2,5,2.0121657130645,2.0830451216478,0.343560936688561
-5,3,2,-5,3.00350726130164,1.78784085982622,0.133607215292607
-4,3,2,-4,3.02141813249336,2.06055485935411,0.243346222522864
-3,3,2,-3,3.04067393481062,2.06889145916276,0.384744960636251
-2,3,2,-2,2.98742219956595,1.86299830902282,0.549405770893496
-1,3,2,-1,3.00927278010192,1.96104813443345,0.697759245299027
0,3,2,-1.98681771989423e-16,3.0653153939087,2.03204193413814,0.809401212683002
1,3,2,1,3.04780928324546,2.18616819490726,0.895954804863876
2,3,2,2,3.05893193871367,2.03452340436182,0.939276038217751
3,3,2,3.0185586823437,2.99606343671223,1.94003902548937,0.778063238016072
4,3,2,4,3.02751348696074,2.08300710381526,0.587695549900218
5,3,2,5,2.91612654780779,1.913429871899,0.390035502906006
-5,4,2,-5,3.95651019221973,1.90260579188284,0.104423261071878
-4,4,2,-4,3.93755471327197,1.84739016735469,0.192113777124824
-3,4,2,-3,4.00013054507694,2.09104204096948,0.298985067917699
-2,4,2,-2,4.02079711596734,2.02960445553969,0.44094529755455
-1,4,2,-1,4.01709110261163,1.99408646561447,0.571944600438233
0,4,2,-7.35509309707227e-17,4.04751269775617,2.09130216685452,0.702791421806646
1,4,2,1,3.95824752373954,1.94913474984595,0.796879511295785
2,4,2,2,4.05947208331097,2.21360134081653,0.872051774226592
3,4,2,3,4.01974859054531,2.04831743936661,0.84251914574887
4,4,2,4.06911819584759,4.03075254190262,1.87125987422904,0.640864070525223
5,4,2,5,4.01470802276631,2.0304158487157,0.456410120080592
-5,5,2,-5,5.04749006705219,1.94170386396568,0.0686197667433246
-4,5,2,-4,5.10948118712869,2.01504559010506,0.131794741411597
-3,5,2,-3,5.11616224390014,2.10158704576695,0.215382215934301
-2,5,2,-2,5.01328004733658,2.11391560789378,0.339285088933516
-1,5,2,-1,4.99453848931775,2.12345564002412,0.4629784047273
0,5,2,1.25562320957284e-17,5.04492876866858,1.95698262810812,0.56861016072608
1,5,2,1,4.96984380783492,2.05491581699832,0.679762416715525
2,5,2,2,4.89040428744184,1.91463387207155,0.769025236576161
3,5,2,3,4.867985214698,1.80732300055865,0.832738120719161
4,5,2,4,5.03254522996128,1.95839297627789,0.712266968232859
5,5,2,5.00641727157151,5.00227419033236,1.98511752193159,0.527378387250326
-5,6,2,-5,5.91758717009954,1.93549531936855,0.0516111941441175
-4,6,2,-4,6.04301961687192,2.13849990305172,0.0907006098694656
-3,6,2,-3,6.05379961345967,1.91368974745965,0.149950433691562
-2,6,2,-2,5.96126326628817,1.9735682107352,0.247924997134145
-1,6,2,-1,6.02198244343759,1.96681038820504,0.336406934796189
0,6,2,2.07763927589921e-16,6.03609182353318,1.99361116721698,0.440629175212921
1,6,2,1,6.17364187389015,2.11419265351251,0.541153767494372
2,6,2,2,5.86518592026496,2.07415049116484,0.658408870268604
3,6,2,3,6.03837818466561,1.86762769032121,0.708118361740037
4,6,2,4,6.02060703424907,2.06604055952033,0.75789638891734
5,6,2,5,5.94747790357252,1.90282813318949,0.57796139065976
-5,0.5,3,-5,0.481059391550304,2.83488072970272,0.223910517479434
-4,0.5,3,-4,0.503137218865008,3.00733719495376,0.375775972425069
-3,0.5,3,-3,0.490432354856875,2.9687037129891,0.567516658397067
-2,0.5,3,-2,0.492460922027355,2.9023967514769,0.765000257946868
-1,0.5,3,-1,0.495439201314787,3.02923349835596,0.92343816475871
0,0.5,3,0.326158784363253,0.492313789313393,3.17499620484627,0.999087235438529
1,0.5,3,1,0.505329199481769,2.94866077039676,0.965283528689383
2,0.5,3,2,0.496033388722962,2.93205439533187,0.835510677390212
3,0.5,3,3,0.49304325230639,2.98048103084348,0.646136466335633
4,0.5,3,4,0.485435675866584,2.68868225410776,0.447599830270237
5,0.5,3,5,0.497823290142921,2.88838920336201,0.277600415697241
-5,1,3,-5,0.984863052172366,2.98100768849929,0.199067384267562
-4,1,3,-4,1.00344161397378,3.15277066215315,0.341596837784635
-3,1,3,-3,0.957164336387219,2.82224558302617,0.528516070833466
-2,1,3,-2,1.03443168363294,3.00464200114323,0.722384918150725
-1,1,3,-1,0.98993034184731,2.8590948807119,0.891615710149572
0,1,3,4.23077371747294e-19,1.04421891378596,3.1830583046448,0.980799347398966
1,1,3,0.662025413891792,0.991973337494927,2.96871772379044,0.996055818834979
2,1,3,2,0.976110075446844,2.8117160106999,0.865579343902528
3,1,3,3,0.996017407088941,3.08601162634813,0.685792927565403
4,1,3,4,1.02411032347766,2.89948487690405,0.487965193249137
5,1,3,5,1.00443975887814,2.85927080341854,0.310075332849135
-5,2,3,-5,1.95089924353474,2.99326771972694,0.15643552457935
-4,2,3,-4,2.03965097280192,3.32160822198438,0.275270237994395
-3,2,3,-3,1.95741189799074,3.20304472448128,0.451046317225005
-2,2,3,-2,2.05692377955881,3.06684399884691,0.626058382202301
-1,2,3,-1,2.08106655448369,3.37355649953245,0.800867310644609
0,2,3,5.48909659045527e-17,2.04615578651305,3.07632553780713,0.929080761165108
1,2,3,1.3149100089769,1.99823406921182,3.07082231905974,0.984564098111533
2,2,3,2,2.02709540051669,3.07193124908729,0.919481665140575
3,2,3,3,2.0581050325152,3.08508615093547,0.765678506579513
4,2,3,4,1.93866025943164,2.79127154334632,0.558610528044551
5,2,3,5,2.05959061649136,2.94300840960126,0.377276583784465
-5,3,3,-5,3.04597455958406,2.89729748868031,0.113166901833946
-4,3,3,-4,2.96194373250402,2.89595762153571,0.214559838679205
-3,3,3,-3,2.97854871473793,3.19203312657506,0.357250798126052
-2,3,3,-2,3.02931386541731,2.97691123907625,0.523818025758895
-1,3,3,-1,3.00682760523851,2.80523169549814,0.692705383521804
0,3,3,5.22556390519791e-17,3.05841802711751,3.01249690858561,0.846224864140054
1,3,3,1,2.94897549031442,2.81001671861879,0.952581286104753
2,3,3,1.96927821605313,2.96131715065931,2.95766759945353,0.965148381788344
3,3,3,3,3.02991315723944,3.01269846984013,0.834840469122808
4,3,3,4,2.97025958485447,3.13076246796676,0.641026806944423
5,3,3,5,3.03110015779259,3.08220855531005,0.446013064050851
-5,4,3,-5,4.01468989885326,2.79447197123239,0.0793177434527188
-4,4,3,-4,4.00215020748592,2.84789236526074,0.156493730406562
-3,4,3,-3,3.9091885572694,2.99357672999437,0.275309916510164
-2,4,3,-2,4.13757993015055,2.97134657756822,0.403660495701637
-1,4,3,-1,4.01154694503025,3.0330091500848,0.583772616025839
0,4,3,-2.14781165942812e-16,4.0314747443385,3.11413341586252,0.752703567613898
1,4,3,1,3.94201736587523,2.907750231137,0.887598670705908
2,4,3,2,3.94623312411055,2.96333557824438,0.978181643240773
3,4,3,2.61728443778658,3.99299145146832,3.0601893221896,0.940557405947297
4,4,3,4,3.995414254537,2.9531219000995,0.726295575394656
5,4,3,5,3.90448526006205,2.78016155973665,0.521251471415543
-5,5,3,-5,4.97263622303023,2.84856360742409,0.0555782006473082
-4,5,3,-4,4.87343740303796,2.76521267183146,0.113341503317896
-3,5,3,-3,4.87532375993815,2.86695458636022,0.205190831164417
-2,5,3,-2,5.0868908494344,3.12887497273383,0.32140480281518
-1,5,3,-1,5.08260211966846,3.02516417342775,0.464461265312187
0,5,3,1.42987770061775e-16,4.98479622107371,3.06765246152655,0.636409983814049
1,5,3,1,5.10786547027271,3.02319555400279,0.781713614215765
2,5,3,2,5.05381112136354,3.15879670679003,0.916914948831787
3,5,3,3.35068811244493,5.00478065990104,2.89091978902797,0.898647107528891
4,5,3,4,4.74468614126976,2.61199525472083,0.779009474147438
5,5,3,5,4.78459743623482,2.97611755281942,0.586341689320214
-5,6,3,-5,6.0937143288456,3.04661640987381,0.035877225764758
-4,6,3,-4,5.96683414613957,2.80954816875216,0.075861347571602
-3,6,3,-3,6.01216263636176,3.47296445381264,0.149222426572216
-2,6,3,-2,6.01527873046456,3.08593578169914,0.243376484904156
-1,6,3,-1,5.92367547015818,2.98613017302912,0.37680713820903
0,6,3,-3.16292131374851e-16,6.10372316782547,2.83904469366528,0.503616844359322
1,6,3,1,6.00193199076478,2.97568632194334,0.680941206798783
2,6,3,2,5.8515013305932,2.70508303732255,0.836491215706321
3,6,3,3,6.09045165377528,2.87313799383968,0.939302543321793
4,6,3,4.17903847367119,6.27310516385729,2.98331132002937,0.850765403783438
5,6,3,5,6.06745013589332,2.95849310469302,0.691149590925058
-5,0.5,4,-5,0.513765299935093,3.63765763333721,0.220396945917837
-4,0.5,4,-4,0.489264519821913,3.88211295032132,0.374783323413422
-3,0.5,4,-3,0.478798667908175,4.059786607649,0.566878080222542
-2,0.5,4,-2,0.501066213978776,3.84733149905191,0.762231231433161
-1,0.5,4,-1,0.491450539060225,4.32922049573294,0.922451898369405
0,0.5,4,0.243926152211729,0.483608721853027,4.01666037451107,0.999901228013138
1,0.5,4,1,0.511079601667247,4.18103181011172,0.965851125754446
2,0.5,4,2,0.490551313316348,3.80099429684819,0.835691141238073
3,0.5,4,3,0.503085099865264,4.33910267545932,0.648165650217207
4,0.5,4,4,0.498350782310778,3.83186532593784,0.449334141254615
5,0.5,4,5,0.505242480740236,4.21101475213301,0.279101846060451
-5,1,4,-5,0.978035954903697,3.73718907116938,0.196554494268421
-4,1,4,-4,1.03260337011507,4.38948139490214,0.336498781451975
-3,1,4,-3,1.01341424753848,4.18293930298459,0.523702466679761
-2,1,4,-2,0.988016024321203,3.75183135130481,0.723111517696305
-1,1,4,-1,0.995565745535879,4.33839428199974,0.892662723399783
0,1,4,-4.5374072337942e-17,1.01524669038825,3.75401526689062,0.986695297657241
1,1,4,1,0.995261200505448,4.15665026814828,0.98061544234032
2,1,4,2,1.00308131576967,3.71140523813754,0.870460874811327
3,1,4,3,1.01086007818389,3.97267558687062,0.690869335168284
4,1,4,4,1.01912525663353,3.91465912412085,0.491655744016422
5,1,4,5,1.01253955408251,3.9465264181265,0.311111875768074
-5,2,4,-5,1.92603939264721,3.77533468960965,0.153202074610633
-4,2,4,-4,2.07678054830917,4.56343800707444,0.271885935736138
-3,2,4,-3,2.06209596824672,4.07058358544092,0.435280009441575
-2,2,4,-2,1.9716918284528,3.89525763883573,0.633414680340819
-1,2,4,-1,1.98709922296827,4.2832999520508,0.822638876363971
0,2,4,5.92183366145832e-17,2.04471477989646,4.42228451264159,0.949010904703745
1,2,4,0.994651428810374,2.0143989416136,4.04206270821157,0.998187155614952
2,2,4,2,1.99745258396572,3.79735924064293,0.927262285715057
3,2,4,3,1.98249534888678,3.89028587865933,0.767041043406185
4,2,4,4,1.97357065903394,4.02259762457615,0.567095549537661
5,2,4,5,2.0477319226029,3.89713678757757,0.383592740569018
-5,3,4,-5,2.80195676685694,3.44124224298887,0.115695467060924
-4,3,4,-4,3.00118555606098,4.18065531844575,0.212600625630778
-3,3,4,-3,2.95615978503694,4.01956902558476,0.357679135926235
-2,3,4,-2,2.90518291579742,3.85994359477756,0.542269261365961
-1,3,4,-1,2.99887968233861,4.55316146318919,0.735955755555681
0,3,4,8.76684792469606e-17,3.05163145245776,4.01752929441908,0.886562206963419
1,3,4,1.47674752397375,2.92123384982566,3.59180255398092,0.996472446080323
2,3,4,1.50962240982537,3.0579496246533,4.00044192916175,0.996335146137411
3,3,4,3,2.99703354237368,4.18906495436354,0.840540876707725
4,3,4,4,3.12467849560467,3.82196597127,0.661687208079207
5,3,4,5,2.97834517680154,3.71058217544018,0.460340234023227
-5,4,4,-5,3.91723259771281,3.88642795619742,0.0841696305287551
-4,4,4,-4,3.95550479352775,3.91555782670831,0.162473976047492
-3,4,4,-3,3.9201809044214,3.56205169717412,0.278184419619996
-2,4,4,-2,4.09628588305364,3.97619311433368,0.44166458604424
-1,4,4,-1,3.93862788050102,4.01830490545155,0.640030322171763
0,4,4,7.48603436184769e-17,3.98619416192661,4.00926920597455,0.819778601833558
1,4,4,1,3.97575347426807,4.34658655700815,0.948913730746661
2,4,4,2.10468553066554,4.19687032651349,3.88217991784194,0.992596558484451
3,4,4,3,4.00977015803688,4.10073897352222,0.901956098492567
4,4,4,4,3.78506369070749,3.6568208065796,0.726668436281328
5,4,4,5,3.87301851228237,3.6391416558389,0.52573077665407
-5,5,4,-5,4.91911323948029,3.63453467931519,0.0565170191922201
-4,5,4,-4,5.07924103364918,5.04840729522688,0.11794098573116
-3,5,4,-3,4.93309687323817,3.62734322071722,0.212583213360991
-2,5,4,-2,4.89310430239507,4.04949605897892,0.365542335053116
-1,5,4,-1,5.0907944793506,3.65839073628335,0.529281907689871
0,5,4,-1.60480526437134e-16,5.10440291099471,3.78218670023054,0.706641961428164
1,5,4,1,5.05761510106552,4.16658927372839,0.887144952472614
2,5,4,2,5.04184563132674,3.85474281439657,0.984024307466563
3,5,4,2.60556427420061,5.31381018446135,4.13190874990737,0.989977201351907
4,5,4,4,5.02992193285353,3.8148667466212,0.814160933956038
5,5,4,5,4.92379538497698,3.64336650974592,0.617244431924799
-5,6,4,-5,6.09314084935728,4.01956489985742,0.0368111548087263
-4,6,4,-4,5.83015518022433,3.97008993821927,0.0880810000105998
-3,6,4,-3,6.27530551829555,4.36766224030092,0.159563806578965
-2,6,4,-2,5.98422048024311,3.9269891513782,0.283045744546969
-1,6,4,-1,5.93231271846926,4.02939710425388,0.450885242537965
0,6,4,3.33087724069259e-17,5.90733511987855,3.8182687487654,0.625541490741949
1,6,4,1,6.37490282871982,4.26463150921511,0.791347351099042
2,6,4,2,5.95030979833279,3.82977992156862,0.948412804158089
3,6,4,2.85802176595296,5.64541248780945,3.75803118180853,0.98497514328049
4,6,4,4,5.81013616918336,3.94028964816313,0.869539045227341
5,6,4,5,5.8828326398768,4.20301414720813,0.688279655474434
-5,0.5,5,-5,0.474379174117064,5.05640928962561,0.225014010218686
