Mean,SD,Skew,Mean_Sim,SD_Sim,Skew_Sim,Median_RI_Score
-1,0.5,-4,-1,0.495129759818628,-4.18720906548598,0.96534958007004
0,0.5,-4,-0.24614607977545,0.487275174798047,-3.71374791787339,0.999901947534705
1,0.5,-4,1,0.512684007251405,-3.92321402692756,0.921208650521504
2,0.5,-4,2,0.497568844412168,-3.92742492312509,0.763173016545382
3,0.5,-4,3,0.496766776324816,-4.06822993331256,0.5643997526924
4,0.5,-4,4,0.500271480854579,-3.77573603200882,0.374188582700631
5,0.5,-4,5,0.509308107330312,-4.01524288325418,0.221331401641911
-5,1,-4,-5,0.984344120754061,-3.88809802197795,0.309444498156256
-4,1,-4,-4,0.996266979817511,-3.87132741651187,0.489165006464392
-3,1,-4,-3,0.965718733362857,-3.84325380138943,0.686980176958175
-2,1,-4,-2,1.02938938403878,-3.90328492752184,0.872327459824149
-1,1,-4,-0.505007351300959,1.02346873782269,-3.97625150776974,0.999591108536668
0,1,-4,-0.497347426518466,1.01799453908161,-4.11025219303199,0.999621694318668
1,1,-4,1,1.0007065403555,-3.64077340004507,0.890125866226494
2,1,-4,2,1.01272383478694,-4.01758503771197,0.722278546770301
3,1,-4,3,1.01366024175654,-3.87569668195938,0.522218078660513
4,1,-4,4,0.981178449799653,-3.50983451677709,0.338925338267396
5,1,-4,5,0.961902334433075,-3.74703217628133,0.197434889234842
-5,2,-4,-5,1.95679592793904,-3.92374205721319,0.377335045497517
-4,2,-4,-4,2.07763946260033,-3.8293829526383,0.578207645032297
-3,2,-4,-3,1.939534063847,-3.90829820781153,0.765269865236107
-2,2,-4,-2,2.06231201090281,-4.08045270248409,0.929818034547792
-1,2,-4,-0.961840050991863,1.94521698549554,-4.1156695221477,0.998518666148825
0,2,-4,4.47555404195499e-18,2.00151082240255,-4.22295188678412,0.951002221122593
1,2,-4,1,1.96156751181511,-4.03919384049975,0.822631971050122
2,2,-4,2,2.0348995533991,-3.92410204774487,0.630584260715987
3,2,-4,3,1.89364610083881,-3.73757718271871,0.445261100245968
4,2,-4,4,1.99967429414888,-4.01508046277834,0.272584482986922
5,2,-4,5,1.96691985573602,-4.0349738518294,0.152806673713119
-5,3,-4,-5,3.11903265866188,-4.66758463418843,0.458624038392163
-4,3,-4,-4,3.09599831645847,-3.98478750153908,0.660823667577776
-3,3,-4,-3,2.90996572283435,-3.5046885951585,0.842537137417775
-2,3,-4,-1.50096172426186,3.00449616254106,-4.12646306895802,0.996183136224127
-1,3,-4,-1,3.01941808333671,-3.74612687059739,0.985312422962434
0,3,-4,-2.73926280963677e-17,3.10162426610474,-3.99663316176063,0.888813899690057
1,3,-4,1,2.97896057660757,-3.97361214152333,0.731854082976784
2,3,-4,2,3.07574254415206,-4.13407974848084,0.532494568759711
3,3,-4,3,2.98652553032817,-3.70136485966855,0.352330036687748
4,3,-4,4,2.87528439402936,-3.90461539843952,0.216580439735157
5,3,-4,5,2.99966811240915,-4.14509518988655,0.113299711594518
-5,4,-4,-5,4.16532135024884,-4.37541306942902,0.545676935755307
-4,4,-4,-4,4.15298440519873,-3.9828446238434,0.755242735509408
-3,4,-4,-3,4.12852399108645,-3.80528022162069,0.913059204106449
-2,4,-4,-1.99802704560687,3.87756746137502,-3.74568578334608,0.992695498181797
-1,4,-4,-1,3.83104405454809,-3.81926060448462,0.951903707533504
0,4,-4,1.25350988269823e-16,4.16354574444193,-4.17414169456448,0.803324419160892
1,4,-4,1,4.06350000589872,-4.04551152993208,0.628314020313083
2,4,-4,2,3.95667624894138,-4.06328562783364,0.458610317856422
3,4,-4,3,3.98816241056767,-3.94138171297231,0.278298461993024
4,4,-4,4,3.90390675046055,-3.91349445546428,0.163263160453521
5,4,-4,5,3.91015806516269,-3.96268706902808,0.084128826030803
-5,5,-4,-5,4.93621639164265,-4.11558683132631,0.617036395937829
-4,5,-4,-4,4.90777383492122,-3.82270276067696,0.810042989554366
-3,5,-4,-2.51803861239964,5.10434491347208,-4.1202662662023,0.990055728570843
-2,5,-4,-2.47467105434371,5.03065539590132,-4.01554707364407,0.98995645396093
-1,5,-4,-1,4.90637519476247,-3.96339461590557,0.892289743445348
0,5,-4,5.41440156598405e-17,4.97120409266118,-3.95930718692424,0.729291531296213
1,5,-4,1,4.94663916464022,-3.98076242856859,0.538139204372278
2,5,-4,2,5.01055401853994,-4.09538387765258,0.363042149946946
3,5,-4,3,4.90232392875738,-3.91060682098075,0.219765724427026
4,5,-4,4,5.00149506964974,-4.0234918893043,0.118396348562631
5,5,-4,5,4.93950674738228,-3.80745179748942,0.0579940473085245
-5,6,-4,-5,5.65911878426399,-3.91795977840145,0.677377213467377
-4,6,-4,-4,5.99456985979921,-4.10549638441387,0.87865525315653
-3,6,-4,-2.9077956831938,5.87567771285414,-4.23378011835623,0.986937286491192
-2,6,-4,-2,6.28626327633941,-4.49464220636948,0.944102101045726
-1,6,-4,-1,5.72898215294038,-3.68971355466118,0.824821150656533
0,6,-4,1.37046537312946e-16,5.90434700132678,-3.92546487912528,0.63704109890903
1,6,-4,1,5.87851075537405,-3.60514626465855,0.440661665052661
2,6,-4,2,5.75601532472901,-3.62722883279301,0.282110898293983
3,6,-4,3,5.90027274321185,-4.00313185431463,0.166625584747704
4,6,-4,4,6.08027447200164,-3.99805056526719,0.081437741019051
5,6,-4,5,5.67208319537641,-3.53288276001643,0.0426687808780603
-5,0.5,-3,-5,0.500540378608435,-2.92797894948789,0.278214090204553
-4,0.5,-3,-4,0.516608241620541,-3.29417300547239,0.448775849907404
-3,0.5,-3,-3,0.496111762585286,-2.9405830694086,0.646405089363868
-2,0.5,-3,-2,0.504085791559294,-3.16293291603398,0.834812697556591
-1,0.5,-3,-1,0.485154734620607,-3.03360342540356,0.964137466207368
0,0.5,-3,-0.333408241104817,0.509209053778349,-3.15011688366313,0.999005120613789
1,0.5,-3,1,0.488060837883792,-3.05090427455351,0.923941266826657
2,0.5,-3,2,0.51879226324548,-3.26042190786656,0.763753996827399
3,0.5,-3,3,0.497044295342074,-2.82935219822873,0.566662849799375
4,0.5,-3,4,0.513634293263224,-2.98087816516412,0.374777538770217
5,0.5,-3,5,0.491237935341169,-2.80917430038715,0.223374146981708
-5,1,-3,-5,1.00308716097782,-3.03124980992409,0.308488903319647
-4,1,-3,-4,1.01305823405152,-3.09589964312614,0.485091471987086
-3,1,-3,-3,1.02320770998851,-3.18656922685332,0.687928982653357
-2,1,-3,-2,0.986748795519359,-2.90151517285383,0.866549923760002
-1,1,-3,-0.667618247097038,1.01435168157565,-3.14480622412761,0.995815330259391
0,1,-3,-6.18678285685403e-19,1.01017095770267,-3.07102383572556,0.982143160879713
1,1,-3,1,0.969811225948735,-3.05236642535086,0.89335402752158
2,1,-3,2,1.02013205859197,-2.85433364626223,0.723085291831234
3,1,-3,3,1.02228296571416,-3.05698258059056,0.525368701985639
4,1,-3,4,0.994964744073768,-2.88279997979827,0.341623274095342
5,1,-3,5,1.00783157910108,-3.08200573293996,0.197334591274121
-5,2,-3,-5,2.05115043242833,-3.19519124615719,0.376029597197812
-4,2,-3,-4,2.01602575176535,-3.05606924130964,0.565144654359653
-3,2,-3,-3,2.00515127093108,-2.87376873193776,0.763690635530827
-2,2,-3,-2,2.06858287614583,-3.1476128556352,0.924153712292713
-1,2,-3,-1.35780588993753,2.09536976273378,-3.31339315399258,0.984802223608418
0,2,-3,-8.1552017743014e-17,1.91613867582392,-2.80742949154499,0.934942324649106
1,2,-3,1,2.01903783145112,-2.90162350869955,0.805400721397278
2,2,-3,2,2.01451383400837,-2.91400435615949,0.627238010898096
3,2,-3,3,2.0828233215422,-3.12673459709759,0.434475859547267
4,2,-3,4,2.00413397130834,-2.99198932946396,0.273695146617923
5,2,-3,5,1.92732809883528,-2.74686996346401,0.156483388427647
-5,3,-3,-5,2.99589083743826,-2.88360551919864,0.448419525173038
-4,3,-3,-4,2.95435854516338,-2.96712575433741,0.641488031107004
-3,3,-3,-3,3.04791170229328,-3.21494143783441,0.831559756260086
-2,3,-3,-1.99395799094792,3.01968488026764,-3.0587310414924,0.965824952513387
-1,3,-3,-1,3.01054643179115,-2.88352833699141,0.95466668244083
0,3,-3,9.7181485948783e-17,3.02524593888894,-2.88530491150439,0.848308984303606
1,3,-3,1,2.89689032616364,-2.77685104137065,0.704528011771308
2,3,-3,2,2.96421175358457,-2.80092959652105,0.524338674354647
3,3,-3,3,3.10113645607994,-2.95216507421334,0.346275973439477
4,3,-3,4,2.9778603304598,-3.02981921088775,0.215691824154333
5,3,-3,5,2.99928935194464,-2.79229598160248,0.112814322739117
-5,4,-3,-5,4.07008679173396,-3.36178645091902,0.524762106290726
-4,4,-3,-4,3.97694205288763,-2.84918519068273,0.725956664775548
-3,4,-3,-2.66245393243182,4.00546415871187,-3.02560062951766,0.937309026648361
-2,4,-3,-2,3.92970207788153,-3.08000175815891,0.980108041010678
-1,4,-3,-1,3.98058937256664,-3.01252465862433,0.886519674576257
0,4,-3,7.73443808999019e-18,3.91041921319315,-2.88061147327774,0.754472218925616
1,4,-3,1,3.91934889187945,-2.93553034372663,0.586141735066555
2,4,-3,2,4.021484024518,-2.85216964138501,0.413716354788256
3,4,-3,3,3.98602553556668,-2.98909059454925,0.273527674314241
4,4,-3,4,3.95451825238697,-3.2110480665038,0.166971061621214
5,4,-3,5,3.91876363059254,-2.91751432618924,0.0844859688874385
-5,5,-3,-5,4.99865282025158,-2.83724850322557,0.606979573981139
-4,5,-3,-4,5.08218906179774,-2.95006812355559,0.810199083770708
-3,5,-3,-3.29804373293662,5.00361678563477,-3.23480869315133,0.901513596851598
-2,5,-3,-2,5.19365790401852,-3.13092084477449,0.904967325576564
-1,5,-3,-1,5.06510678372891,-3.18464034172454,0.789822085133332
0,5,-3,9.62827040318359e-17,5.0388145279693,-3.11205138965391,0.642074222582594
1,5,-3,1,4.86027963679291,-2.76256182517007,0.478224131145587
2,5,-3,2,5.0276263415886,-2.96843278982317,0.32441503292576
3,5,-3,3,5.24289812254974,-3.2031878872082,0.193681010034404
4,5,-3,4,4.87570803366398,-2.81801937030576,0.112902262587902
5,5,-3,5,5.06816514862171,-2.7472105701145,0.0508225960911
-5,6,-3,-5,5.91936404783666,-2.97314001350095,0.674822552575377
-4,6,-3,-4.02045449964267,6.08367126070048,-2.88178133461428,0.862872695135599
-3,6,-3,-3,5.85062682995094,-2.74725357030255,0.94856827993253
-2,6,-3,-2,5.97989795502857,-3.14532409116021,0.836671510373279
-1,6,-3,-1,6.04847929244583,-2.91480190709423,0.662031773940869
0,6,-3,1.1969171313797e-16,5.91587512366041,-2.9202854782879,0.535856968540075
1,6,-3,1,5.91528606054813,-2.72191319005674,0.365066133252764
2,6,-3,2,5.8565729635695,-3.20136516897771,0.251219975144401
3,6,-3,3,5.99510909783491,-2.95580764854307,0.139681689585241
4,6,-3,4,6.05414206445048,-3.01783650580637,0.0751692126856774
5,6,-3,5,5.98985013077331,-2.93099204154031,0.0356117895758085
-5,0.5,-2,-5,0.507715565007129,-2.06484441526979,0.272191654119014
-4,0.5,-2,-4,0.510485944411106,-1.96261856088789,0.440340053270053
-3,0.5,-2,-3,0.497025634439623,-2.00432590526824,0.636446394670174
-2,0.5,-2,-2,0.503304380566332,-1.98853415193095,0.827985436862908
-1,0.5,-2,-1,0.488400163435792,-1.85443959632444,0.960731859749934
0,0.5,-2,-0.498922420445936,0.499910984728176,-1.99192499922228,0.993498736829381
1,0.5,-2,1,0.500863996504921,-1.90474765169482,0.927883309169978
2,0.5,-2,2,0.507792106102935,-1.96417266376823,0.772003026264332
3,0.5,-2,3,0.500063568971702,-2.01442406647679,0.575463905999952
4,0.5,-2,4,0.49730266878501,-2.03171352383521,0.384289410045244
5,0.5,-2,5,0.521405625298123,-2.12100791409049,0.227920346362744
-5,1,-2,-5,0.984766798631437,-1.97737598618719,0.293434751316482
-4,1,-2,-4,1.00187580309828,-2.09175238451615,0.469201086224589
-3,1,-2,-3,0.980473168994062,-1.96701278260544,0.665509893500463
-2,1,-2,-2,0.984202459301409,-2.02056670256851,0.851047904081243
-1,1,-2,-1.00445828065551,1.00295955976825,-2.05559842437217,0.973081866843674
0,1,-2,-6.78454796683436e-17,1.01044981989062,-1.92217621608978,0.977601569982467
1,1,-2,1,1.0096258287142,-2.01713889450409,0.900062643766752
2,1,-2,2,0.989550665204519,-1.99129421767913,0.743130154872939
3,1,-2,3,0.99180761333745,-1.90739280960573,0.544942281696776
4,1,-2,4,0.986360763459643,-1.94784755368536,0.359580238606691
5,1,-2,5,0.975921128634267,-1.94804536624147,0.210616581688419
-5,2,-2,-5,1.94563634903432,-1.83944065106172,0.338099685389116
-4,2,-2,-4,2.00408796691448,-2.07169688554678,0.529976296540868
-3,2,-2,-3,2.00712397568313,-1.99307498582482,0.730980169170255
-2,2,-2,-2.00838800429355,2.00338431659002,-1.97655324193355,0.89701301765003
-1,2,-2,-1,1.96351558469125,-1.93498015953553,0.964631151484573
0,2,-2,-1.38777878078145e-17,2.01187561184058,-1.98460395023138,0.912632094087288
1,2,-2,1,1.96141173406006,-1.98224078058028,0.818197303917168
2,2,-2,2,1.98507995377196,-2.04665332988159,0.657026083753761
3,2,-2,3,1.95867685175113,-1.91852315339161,0.478408609688614
4,2,-2,4,1.95418530630574,-1.86563305112815,0.303601188033617
5,2,-2,5,1.99069779550372,-1.91323485264554,0.173941715230579
-5,3,-2,-5,3.01469294252567,-2.09132116550258,0.391710254970679
-4,3,-2,-4,3.00119245561146,-2.04443713697242,0.582074622645249
-3,3,-2,-2.97343275142705,2.99364692405001,-1.99886980165505,0.794747549691355
-2,3,-2,-2,3.03389530983946,-1.96531076194435,0.938704169175255
-1,3,-2,-1,3.05315595775295,-1.94072590155353,0.893934762654521
0,3,-2,2.46792950658881e-16,2.95891155678493,-1.92567769436705,0.821946270529867
1,3,-2,1,2.94256409826368,-1.94246378168027,0.708016397333034
2,3,-2,2,2.9802192241427,-2.07617532394022,0.557247050817831
3,3,-2,3,2.96743313979495,-1.90122320395446,0.394970236272356
4,3,-2,4,3.0771665032586,-2.08197885110329,0.23857020153006
5,3,-2,5,3.00759909984734,-2.09311119662483,0.136875173755529
-5,4,-2,-5,3.96121200801331,-2.10394074233717,0.445522573671867
-4,4,-2,-3.98252059210511,3.96194117960982,-1.90200040327417,0.650609078231798
-3,4,-2,-3,3.92953025329976,-1.93022405577672,0.830325206017153
-2,4,-2,-2,4.02677386462019,-2.02252862394599,0.869071682624343
-1,4,-2,-1,3.95599353069049,-2.10133612332333,0.799318315656093
0,4,-2,2.06481294735827e-16,4.02119221304651,-1.97589322693773,0.696151567348515
1,4,-2,1,4.08233576177702,-2.01545464570588,0.563134640119184
2,4,-2,2,4.12406997095111,-2.05358133486276,0.427360559395853
3,4,-2,3,4.02758947998144,-1.97249809107563,0.29610061690629
4,4,-2,4,4.01655225748248,-1.98655698484016,0.184680999339084
5,4,-2,5,4.01611403383152,-2.01874097065314,0.103012908497087
-5,5,-2,-5.0217148743819,4.98238187981434,-2.00818955965391,0.506399929229273
-4,5,-2,-4,4.90848780394021,-1.86189629797609,0.70586344413229
-3,5,-2,-3,4.91456094516468,-1.88097589654265,0.830038812269989
-2,5,-2,-2,5.03888947136716,-1.93937547883196,0.750266322633736
-1,5,-2,-1,4.95402671124748,-1.89853579563686,0.67077720127211
0,5,-2,2.90205359743112e-17,5.01918965672466,-1.99495507174615,0.573277813502941
1,5,-2,1,4.96486525086209,-2.03989685081398,0.459965516593143
2,5,-2,2,5.12356189334093,-2.03279513665947,0.320015365018782
3,5,-2,3,4.91554321976731,-1.94589880602617,0.230161634988571
4,5,-2,4,5.05576526116789,-2.04292136165351,0.137774810640661
5,5,-2,5,5.10801904091622,-1.94380187507386,0.0667945891308375
-5,6,-2,-5,5.78419035530464,-1.86272232648759,0.563442721917208
-4,6,-2,-4,5.89277230716331,-2.01678634586411,0.766528006392601
-3,6,-2,-3,5.96676571037704,-1.86967892336311,0.722395986951072
-2,6,-2,-2,5.89655129675362,-1.96833976675217,0.646433067692314
-1,6,-2,-1,6.03551366541276,-1.95500437727274,0.537039762299138
0,6,-2,4.63387054422393e-16,5.94801841275459,-1.91339853443356,0.437464343166797
1,6,-2,1,5.99750784866509,-1.91252316751734,0.341531058767109
2,6,-2,2,5.92955522020387,-2.00231320839706,0.241559251002929
3,6,-2,3,5.93043402912627,-1.91819410111258,0.15463980685863
4,6,-2,4,5.90044612046226,-1.9011839325031,0.0957110630568285
5,6,-2,5,6.02862779424815,-2.06138720063446,0.0466659634326417
-5,0.5,-1,-5,0.500896837860861,-1.01659306281741,0.26081611942366
-4,0.5,-1,-4,0.499524858042459,-0.981608964977136,0.425922363427571
-3,0.5,-1,-3,0.505983128790459,-0.980145602721772,0.623797048061703
-2,0.5,-1,-2,0.497348774939016,-1.01111733427006,0.815480896581173
-1,0.5,-1,-1.00333365538566,0.503294962182884,-1.01934576786865,0.954568391904216
0,0.5,-1,-8.92180840111282e-17,0.505025038681902,-1.07824421053708,0.993908688219112
1,0.5,-1,1,0.506920510978799,-1.05858109722731,0.935874614384579
2,0.5,-1,2,0.50138077106412,-0.971841064195155,0.786834370499016
3,0.5,-1,3,0.49820704308206,-1.02940045790099,0.589668176125004
4,0.5,-1,4,0.50747062326016,-1.04809751280473,0.395296783738996
5,0.5,-1,5,0.504359152026543,-0.986880864539991,0.238784547167334
-5,1,-1,-5,1.00535510707695,-1.0055324238619,0.271764843379434
-4,1,-1,-4,0.99112948746858,-0.996891131224817,0.439183456777228
-3,1,-1,-3,1.01297745682971,-0.991676494015127,0.641981234847448
-2,1,-1,-1.99754662832967,1.00467295964066,-1.03628651531856,0.831645298965338
-1,1,-1,-1,1.00496151549672,-1.00759994865103,0.962180940098458
0,1,-1,-8.89959655449302e-17,0.996389099214128,-1.02670673316816,0.975690221259955
1,1,-1,1,0.994318936958631,-1.03501160469079,0.919111517310935
2,1,-1,2,1.01497797701614,-1.02509495900394,0.767920407635706
3,1,-1,3,0.998794071963702,-0.99330502297893,0.574833217241799
4,1,-1,4,1.00163402061608,-0.957299839081082,0.383837173818329
5,1,-1,5,0.996578346024396,-1.03677560630818,0.22712010076424
-5,2,-1,-5,2.01715510385258,-1.01899050253244,0.296729598706553
-4,2,-1,-3.99012704914246,2.00468278192773,-0.943085762890891,0.472242548980115
-3,2,-1,-3,1.98926796296595,-1.01224473371718,0.669714618147976
-2,2,-1,-2,1.99471629926146,-0.955106870497726,0.856539827159025
-1,2,-1,-1,2.00748429047045,-1.03720585412378,0.918902442834578
0,2,-1,2.39042336272477e-16,1.98051662788854,-0.959070096990561,0.905547017807753
1,2,-1,1,2.00514345876578,-1.00867060969311,0.839281686047209
2,2,-1,2,1.9950449308721,-0.972733243152887,0.712341643613872
3,2,-1,3,2.0211722028828,-1.00075035309674,0.533778346033336
4,2,-1,4,1.99206311262654,-1.01274053199099,0.354000707512463
5,2,-1,5,1.99496225980591,-0.976083969716954,0.207987796436524
-5,3,-1,-5,3.02130797380644,-1.02874798190839,0.31994108002049
-4,3,-1,-4,3.01321466955537,-0.981943170282269,0.501858267272947
-3,3,-1,-3,3.02858550481711,-0.992645306270005,0.703773844309996
-2,3,-1,-2,2.99057929584879,-1.00078796953547,0.821678266611766
-1,3,-1,-1,3.04990377926584,-0.975175750559407,0.825781326976699
0,3,-1,4.37557954278966e-16,2.97677411577938,-1.00963821627731,0.806216766917464
1,3,-1,1,2.98127793163329,-0.973814178494297,0.74064983062058
2,3,-1,2,3.0050605038692,-0.998626773248542,0.613937916301756
3,3,-1,3,3.04926956635475,-1.02693703958329,0.463011107999917
4,3,-1,4,2.97048612694019,-0.989763087069657,0.319275263999169
5,3,-1,5,2.9877874054466,-0.984703400848364,0.188588755541635
-5,4,-1,-5,3.97649978709957,-0.963608070074211,0.346349425619648
-4,4,-1,-4,3.99150971566099,-1.00473884188938,0.539305821790101
-3,4,-1,-3,4.0391616576248,-1.00127714187409,0.674122320245684
-2,4,-1,-2,3.99762034965446,-1.09043377639628,0.726962504129048
-1,4,-1,-1,4.0491836785069,-1.10229146283839,0.721191763447992
0,4,-1,-1.03606359602715e-16,4.00926949632967,-0.970341156036885,0.671203959957803
1,4,-1,1,3.95321314241673,-1.0019993339503,0.606286212665494
2,4,-1,2,4.01513867512171,-0.989907488412378,0.484927111107269
3,4,-1,3,3.98887334799558,-0.960110864011136,0.375586847434943
4,4,-1,4,3.96440211160847,-0.952325769576393,0.267623703488327
5,4,-1,5,4.03652710262331,-1.00077062514164,0.151461107364181
-5,5,-1,-5,5.11401203760535,-1.05472033662486,0.38227062358522
-4,5,-1,-4,4.95091036201207,-0.997753875831046,0.518924000529393
-3,5,-1,-3,5.03115390354028,-1.03640409983477,0.59626258313403
-2,5,-1,-2,4.97982939405525,-0.98653030358271,0.600165590604345
-1,5,-1,-1,4.9492893308591,-0.981462715970259,0.585943961108401
0,5,-1,-7.7615127866415e-16,4.91469815629717,-0.975371452587042,0.557771739565067
1,5,-1,0.999999999999999,4.96272717606276,-1.01152979054584,0.484214892033803
2,5,-1,2,4.93130890607935,-0.957292746816316,0.396015127426551
3,5,-1,3,4.9328613604127,-0.922164532194839,0.299031414188432
4,5,-1,4,5.05255102769941,-1.00101606238584,0.188544592977879
5,5,-1,5,5.02977358805082,-0.984541522277724,0.114323475624512
-5,6,-1,-5,5.93908460266896,-0.963152602156477,0.365001007689733
-4,6,-1,-4,5.95917375976877,-1.06417831424194,0.457799873468351
-3,6,-1,-3,5.96132892859585,-1.00298231010003,0.477389942695114
-2,6,-1,-2,6.07375091161922,-1.08797508572416,0.48175146022619
-1,6,-1,-1,5.98257867688118,-1.01148201135762,0.460951409010998
0,6,-1,2.65304575183811e-16,6.06682927222183,-1.0475774569664,0.399243780073519
