Sample name,Compound Name,Retention Time
GCMS_FAMEs_01_GCMS02_20170216,[C9] Methyl Pelargonate [9.248],8.5701
GCMS_FAMEs_01_GCMS02_20170216,[C9] Methyl Pelargonate [9.248],8.70771666666667
GCMS_FAMEs_01_GCMS02_20170216,[C9] Methyl Pelargonate [9.248],9.20813333333333
GCMS_FAMEs_01_GCMS02_20170216,[C9] Methyl Pelargonate [9.248],9.26443333333333
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],10.0025666666667
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],10.11515
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],10.2715333333333
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],10.5342666666667
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],10.69065
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],10.9471166666667
GCMS_FAMEs_01_GCMS02_20170216,[C10] Methyl Caprate [10.647],11.0096666666667
GCMS_FAMEs_01_GCMS02_20170216,[C12] Methyl Laurate [13.250],12.9175333333333
GCMS_FAMEs_01_GCMS02_20170216,[C12] Methyl Laurate [13.250],13.2615666666667
GCMS_FAMEs_01_GCMS02_20170216,[C12] Methyl Laurate [13.250],13.3741666666667
GCMS_FAMEs_01_GCMS02_20170216,[C14] Methyl Myristate [15.597],15.5510166666667
GCMS_FAMEs_01_GCMS02_20170216,[C14] Methyl Myristate [15.597],15.5823
GCMS_FAMEs_01_GCMS02_20170216,[C14] Methyl Myristate [15.597],15.6511
GCMS_FAMEs_01_GCMS02_20170216,[C16] Methyl Palmitate [17.723],17.4714
GCMS_FAMEs_01_GCMS02_20170216,[C16] Methyl Palmitate [17.723],17.4901666666667
GCMS_FAMEs_01_GCMS02_20170216,[C16] Methyl Palmitate [17.723],17.5089333333333
GCMS_FAMEs_01_GCMS02_20170216,[C16] Methyl Palmitate [17.723],17.6840666666667
GCMS_FAMEs_01_GCMS02_20170216,[C16] Methyl Palmitate [17.723],17.6903333333333
GCMS_FAMEs_01_GCMS02_20170216,[C16] Methyl Palmitate [17.723],17.8717333333333
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.3167166666667
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.3354666666667
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.3479833333333
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.373
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.3917666666667
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.4042833333333
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.4105333333333
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.5731833333333
